doi,task,taskLabel,score,rank
10.1016/j.scitotenv.2022.154849,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.37155216932296753,1
10.1016/j.scitotenv.2022.154849,http://h-da.de/ml-ontology/association_rule_learning,association rule learning,0.3596959114074707,2
10.1016/j.scitotenv.2024.170232,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.4107264280319214,1
10.1016/j.scowo.2025.100077,http://h-da.de/ml-ontology/audio_classification,audio classification,0.35302048921585083,1
10.1016/j.scs.2019.101615,http://h-da.de/ml-ontology/sentiment_analysis,sentiment analysis,0.48407140374183655,1
10.1016/j.scs.2019.101615,http://h-da.de/ml-ontology/text_classification,text classification,0.38229089975357056,2
10.1016/j.scs.2020.102320,http://h-da.de/ml-ontology/time_series_forecasting,time series forecasting,0.3763079047203064,1
10.1016/j.scs.2021.103544,http://h-da.de/ml-ontology/time_series_forecasting,time series forecasting,0.4020718038082123,1
10.1016/j.segan.2023.101033,http://h-da.de/ml-ontology/time_series_forecasting,time series forecasting,0.3583737015724182,1
10.1016/j.segan.2023.101212,http://h-da.de/ml-ontology/time_series_forecasting,time series forecasting,0.3767341077327728,1
10.1016/j.segan.2025.101769,http://h-da.de/ml-ontology/anomaly_detection,anomaly detection,0.42630136013031006,1
10.1016/j.seps.2021.101041,http://h-da.de/ml-ontology/time_series_forecasting,time series forecasting,0.44121652841567993,1
10.1016/j.seta.2022.102524,http://h-da.de/ml-ontology/image_classification,image classification,0.45883142948150635,1
